frame,visible_voxels
949,194327,
950,194305,
951,194185,
952,194166,
953,193972,
954,193879,
955,193883,
956,193788,
957,193585,
958,193649,
959,193468,
960,193386,
961,193296,
962,193188,
963,193151,
964,193019,
965,192942,
966,192847,
967,192779,
968,192565,
969,192466,
970,192416,
971,192250,
972,192072,
973,191749,
974,191481,
975,191380,
976,191038,
977,190855,
978,190736,
979,190461,
980,190113,
981,189993,
982,189876,
983,189451,
984,189263,
985,189070,
986,188872,
987,188539,
988,188497,
989,188160,
990,187758,
991,187645,
992,187311,
993,186982,
994,187315,
995,187673,
996,186564,
997,185833,
998,185808,
999,186928,
1000,186147,
1001,185321,
1002,185190,
1003,185624,
1004,185269,
1005,184649,
1006,184667,
1007,185165,
1008,185013,
1009,183929,
1010,183969,
1011,184201,
1012,183707,
1013,184136,
1014,183823,
1015,183502,
1016,183602,
1017,183608,
1018,182693,
1019,182339,
1020,183213,
1021,182826,
1022,182474,
1023,182158,
1024,181775,
1025,182014,
1026,181860,
1027,181097,
1028,181677,
1029,181784,
1030,180685,
1031,180101,
1032,180561,
1033,179784,
1034,179417,
1035,179714,
1036,179384,
1037,178754,
1038,178726,
1039,178802,
1040,177870,
1041,177758,
1042,177975,
1043,177987,
1044,177158,
1045,177243,
1046,177261,
1047,176478,
1048,176274,
1049,176536,
1050,176174,
1051,175596,
1052,175337,
1053,175501,
1054,175392,
1055,175148,
1056,174878,
1057,174520,
1058,174372,
1059,174179,
1060,173874,
1061,173683,
1062,173764,
1063,173464,
1064,172864,
1065,172843,
1066,172912,
1067,172479,
1068,171647,
1069,171598,
1070,171136,
1071,170527,
1072,169986,
1073,169526,
1074,168962,
1075,168333,
1076,167873,
1077,167193,
1078,166285,
1079,165603,
1080,164899,
1081,164234,
1082,162972,
1083,162134,
1084,161869,
1085,160762,
1086,159187,
1087,158163,
1088,157329,
1089,156465,
1090,153803,
1091,153400,
1092,152821,
1093,152078,
1094,152078,
1095,150981,
1096,150981,
1097,150648,
1098,150015,
