frame,visible_voxels
878,339492,
879,339752,
880,339124,
881,338710,
882,338682,
883,338135,
884,338260,
885,337897,
886,337523,
887,337650,
888,337195,
889,337324,
890,336577,
891,335940,
892,336148,
893,336222,
894,335388,
895,336069,
896,335818,
897,335963,
898,335672,
899,336220,
900,336355,
901,336287,
902,336560,
903,335982,
904,335706,
905,335540,
906,334878,
907,333755,
908,333753,
909,333608,
910,332425,
911,332938,
912,332302,
913,331940,
914,331541,
915,331306,
916,331224,
917,331073,
918,331055,
919,330730,
920,330450,
921,330461,
922,329835,
923,330016,
924,330212,
925,329921,
926,330638,
927,329902,
928,330031,
929,329233,
930,328913,
931,328819,
932,327528,
933,325942,
934,324413,
935,321314,
936,318968,
937,316865,
938,317395,
939,314987,
940,316965,
941,314896,
942,315669,
943,316316,
944,316147,
945,317332,
946,316036,
947,318892,
948,320889,
949,322745,
950,322633,
951,323996,
952,325756,
953,325382,
954,324933,
955,323637,
956,323909,
957,324746,
958,325386,
959,326281,
960,326010,
961,326510,
962,326287,
963,327659,
964,327524,
965,328689,
966,328749,
967,328697,
968,328422,
969,329121,
970,328947,
971,328311,
972,329626,
973,329014,
974,328667,
975,329973,
976,333400,
977,337992,
978,338291,
979,338096,
980,338287,
981,339169,
982,340375,
983,339439,
984,340958,
985,340924,
986,342230,
987,341840,
988,342540,
989,342547,
990,342760,
991,343171,
992,343455,
993,343817,
994,344646,
995,345296,
996,345875,
997,346317,
998,346196,
999,345686,
1000,346669,
1001,346957,
1002,346706,
1003,346899,
1004,347690,
1005,347609,
1006,347240,
1007,348382,
1008,347515,
1009,348979,
1010,349920,
1011,350160,
1012,350508,
1013,351678,
1014,351829,
1015,351646,
1016,351014,
1017,352659,
1018,352254,
1019,352563,
1020,353817,
1021,353238,
1022,353888,
1023,354011,
1024,353894,
1025,355422,
1026,355665,
1027,355997,
1028,356035,
1029,357025,
1030,356993,
1031,356243,
1032,356546,
1033,357137,
1034,356521,
1035,357481,
1036,359011,
1037,358932,
1038,359682,
1039,360446,
1040,360446,
1041,361062,
1042,360895,
1043,361458,
1044,361498,
1045,361843,
1046,361938,
1047,362585,
1048,362289,
1049,362789,
1050,362212,
1051,362835,
1052,363160,
1053,363018,
1054,363238,
1055,362853,
1056,363428,
1057,363265,
1058,363344,
1059,363245,
1060,363245,
1061,363323,
1062,363720,
1063,364147,
1064,364162,
1065,364020,
1066,363917,
1067,364780,
1068,364016,
1069,363821,
1070,364436,
1071,364597,
1072,364898,
1073,364743,
1074,365881,
1075,365599,
1076,365757,
1077,366067,
1078,366336,
1079,366460,
1080,366392,
1081,367181,
1082,366900,
1083,367561,
1084,367829,
1085,367591,
1086,367591,
1087,368308,
1088,369112,
1089,369117,
1090,368886,
1091,368616,
1092,369003,
1093,369319,
1094,369670,
1095,369736,
1096,370006,
1097,371074,
1098,371011,
1099,372499,
1100,371151,
1101,371729,
1102,371496,
1103,372645,
1104,373416,
1105,373345,
1106,374087,
1107,374681,
1108,374701,
1109,374079,
1110,375290,
1111,375641,
1112,376913,
1113,377429,
1114,377554,
1115,377380,
1116,378353,
1117,379307,
1118,378971,
1119,379628,
1120,380440,
1121,380075,
1122,380477,
1123,380772,
1124,381741,
1125,381423,
1126,381558,
1127,382775,
1128,382335,
1129,383255,
1130,383772,
1131,383602,
1132,384088,
1133,385623,
1134,384848,
1135,386087,
1136,386199,
1137,386069,
1138,385733,
1139,387016,
1140,386895,
1141,386056,
1142,387618,
1143,387264,
1144,387659,
1145,387961,
1146,387699,
1147,389077,
1148,388686,
1149,388327,
1150,389876,
1151,389739,
1152,390490,
1153,390345,
1154,390823,
1155,390714,
1156,391917,
1157,392048,
1158,391379,
1159,392197,
1160,392751,
1161,392882,
1162,392945,
1163,393385,
1164,392996,
1165,393476,
1166,394489,
1167,394120,
1168,395067,
1169,395400,
1170,396013,
1171,396279,
1172,396905,
1173,396903,
1174,397173,
1175,397848,
1176,397890,
1177,398222,
1178,398529,
1179,399418,
1180,399068,
1181,399929,
1182,399648,
1183,400051,
1184,399791,
1185,400553,
1186,400884,
1187,400832,
1188,400534,
1189,401213,
1190,401052,
1191,400729,
1192,401032,
1193,401350,
1194,400669,
1195,400994,
1196,400102,
1197,397519,
1198,396160,
1199,394907,
1200,392231,
1201,391680,
1202,389954,
1203,390183,
1204,388616,
1205,387457,
1206,387279,
1207,385220,
1208,384949,
1209,384040,
1210,383609,
1211,382833,
1212,382585,
1213,382359,
1214,382146,
1215,381507,
1216,381742,
1217,381523,
1218,381097,
1219,382423,
1220,381627,
1221,382757,
1222,382445,
1223,381381,
1224,382065,
1225,382017,
1226,382668,
1227,382433,
1228,382647,
1229,382734,
1230,383192,
1231,383092,
1232,383606,
1233,383553,
1234,383571,
1235,383005,
1236,382541,
1237,383426,
1238,382865,
1239,384033,
