frame,visible_voxels
1063,405201,
1064,404085,
1065,404592,
1066,403951,
1067,404448,
1068,404558,
1069,404022,
1070,404022,
1071,404050,
1072,402869,
1073,404059,
1074,402326,
1075,401220,
1076,401144,
1077,399785,
1078,399337,
1079,399137,
1080,398445,
1081,399158,
1082,398294,
1083,398302,
1084,398162,
1085,399066,
1086,398214,
1087,398525,
